Team ,Position on team,Country of Citizenship,Given Name,Family Name ,Date of Birth,Date of Death,Sex,Place of birth,Place of death,,,Tîm,Safle ar y tîm,Gwlad Dinasyddiaeth,Enw a Roddir,Enw Teulu ,Dyddiad Geni,Dyddiad Marwolaeth,Rhyw,Man Geni,Man Marwolaeth
Warrington Wolves,,Wales,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Warrington Wolves,,Cymru,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Pontypool RFC,,Wales,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Clwb Rygbi Pontyp?l,,Cymru,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Maesteg RFC,,Wales,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Clwb Rygbi Maesteg ,,Cymru,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Cardiff RFC,,Wales,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Clwb Rygbi Caerdydd ,,Cymru,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Workington Town,,Australia,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Workington Town,,Awstralia,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Treorchy RFC,,Australia,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Clwb Rygbi Treorci,,Awstralia,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Great Britain national rugby league team,,Australia,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,,Awstralia,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Wales national rugby league team,,Australia,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Tîm rygbi cynghrair cenedlaethol Cymru,,Awstralia,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Warrington Wolves,,Australia,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Warrington Wolves,,Awstralia,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Pontypool RFC,,Australia,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Clwb Rygbi Pontyp?l,,Awstralia,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Maesteg RFC,,Australia,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Clwb Rygbi Maesteg ,,Awstralia,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Cardiff RFC,,Australia,Kevin,Ellis,29/05/1965,,male,Bridgend,,,,Clwb Rygbi Caerdydd ,,Awstralia,Kevin,Ellis,29/05/1965,,gwryw,Pen-y-bont ar Ogwr,
Dragons,,Wales,Kieran,Crawford,13/07/1982,,male,Newport,,,,Y Dreigiau,,Cymru,Kieran,Crawford,13/07/1982,,gwryw,Casnewydd,
Wales national under-20 rugby union team,winger,Wales,Kristian,Phillips,02/09/1990,,male,Neath,,,,Tîm rygbi undeb cenedlaethol dan-20 Cymru,asgellwr,Cymru,Kristian,Phillips,02/09/1990,,gwryw,Castell Nedd,
Wales national under-18 rugby union team,winger,Wales,Kristian,Phillips,02/09/1990,,male,Neath,,,,Tîm rygbi undeb dan-18 cenedlaethol Cymru,asgellwr,Cymru,Kristian,Phillips,02/09/1990,,gwryw,Castell Nedd,
Neath RFC,winger,Wales,Kristian,Phillips,02/09/1990,,male,Neath,,,,Clwb Rygbi Castell-nedd,asgellwr,Cymru,Kristian,Phillips,02/09/1990,,gwryw,Castell Nedd,
Ospreys,winger,Wales,Kristian,Phillips,02/09/1990,,male,Neath,,,,y Gweilch,asgellwr,Cymru,Kristian,Phillips,02/09/1990,,gwryw,Castell Nedd,
Scarlets,winger,Wales,Kristian,Phillips,02/09/1990,,male,Neath,,,,Y Sgarlets,asgellwr,Cymru,Kristian,Phillips,02/09/1990,,gwryw,Castell Nedd,
Neath RFC,centre,Wales,Leigh,Davies,20/02/1976,,male,Neath,,,,Clwb Rygbi Castell-nedd,Canolwr,Cymru,Leigh,Davies,20/02/1976,,gwryw,Castell Nedd,
Llanelli RFC,centre,Wales,Leigh,Davies,20/02/1976,,male,Neath,,,,Clwb Rygbi Llanelli,Canolwr,Cymru,Leigh,Davies,20/02/1976,,gwryw,Castell Nedd,
Cardiff RFC,centre,Wales,Leigh,Davies,20/02/1976,,male,Neath,,,,Clwb Rygbi Caerdydd ,Canolwr,Cymru,Leigh,Davies,20/02/1976,,gwryw,Castell Nedd,
Wales national rugby union team,centre,Wales,Leigh,Davies,20/02/1976,,male,Neath,,,,Tîm undeb rygbi cenedlaethol Cymru,Canolwr,Cymru,Leigh,Davies,20/02/1976,,gwryw,Castell Nedd,
Neath RFC,centre,United Kingdom,Leigh,Davies,20/02/1976,,male,Neath,,,,Clwb Rygbi Castell-nedd,Canolwr,Y Deyrnas Unedig,Leigh,Davies,20/02/1976,,gwryw,Castell Nedd,
Llanelli RFC,centre,United Kingdom,Leigh,Davies,20/02/1976,,male,Neath,,,,Clwb Rygbi Llanelli,Canolwr,Y Deyrnas Unedig,Leigh,Davies,20/02/1976,,gwryw,Castell Nedd,
Cardiff RFC,centre,United Kingdom,Leigh,Davies,20/02/1976,,male,Neath,,,,Clwb Rygbi Caerdydd ,Canolwr,Y Deyrnas Unedig,Leigh,Davies,20/02/1976,,gwryw,Castell Nedd,
Wales national rugby union team,centre,United Kingdom,Leigh,Davies,20/02/1976,,male,Neath,,,,Tîm undeb rygbi cenedlaethol Cymru,Canolwr,Y Deyrnas Unedig,Leigh,Davies,20/02/1976,,gwryw,Castell Nedd,
Newbridge RFC,winger,Wales,Lenny,Woodard,02/04/1976,,male,Croesyceiliog,,,,Clwb Rygbi Trecelyn ,asgellwr,Cymru,Lenny,Woodard,02/04/1976,,gwryw,Croesyceiliog,
Wales national rugby league team,winger,Wales,Lenny,Woodard,02/04/1976,,male,Croesyceiliog,,,,Tîm rygbi cynghrair cenedlaethol Cymru,asgellwr,Cymru,Lenny,Woodard,02/04/1976,,gwryw,Croesyceiliog,
Birmingham & Solihull R.F.C.,winger,Wales,Lenny,Woodard,02/04/1976,,male,Croesyceiliog,,,,Clwb Rygbi Birmingham & Solihull ,asgellwr,Cymru,Lenny,Woodard,02/04/1976,,gwryw,Croesyceiliog,
Pontypool RFC,winger,Wales,Lenny,Woodard,02/04/1976,,male,Croesyceiliog,,,,Clwb Rygbi Pontyp?l,asgellwr,Cymru,Lenny,Woodard,02/04/1976,,gwryw,Croesyceiliog,
Cross Keys RFC,winger,Wales,Lenny,Woodard,02/04/1976,,male,Croesyceiliog,,,,Clwb Rygbi Cross Keys ,asgellwr,Cymru,Lenny,Woodard,02/04/1976,,gwryw,Croesyceiliog,
London Welsh RFC,winger,Wales,Lenny,Woodard,02/04/1976,,male,Croesyceiliog,,,,Clwb Rygbi Cymry Llundain,asgellwr,Cymru,Lenny,Woodard,02/04/1976,,gwryw,Croesyceiliog,
Maesteg RFC,winger,Wales,Lenny,Woodard,02/04/1976,,male,Croesyceiliog,,,,Clwb Rygbi Maesteg ,asgellwr,Cymru,Lenny,Woodard,02/04/1976,,gwryw,Croesyceiliog,
Pontypridd RFC,winger,Wales,Lenny,Woodard,02/04/1976,,male,Croesyceiliog,,,,Clwb Rygbi Pontypridd ,asgellwr,Cymru,Lenny,Woodard,02/04/1976,,gwryw,Croesyceiliog,
Aberavon RFC,winger,Wales,Lenny,Woodard,02/04/1976,,male,Croesyceiliog,,,,Clwb Rygbi Aberafon,asgellwr,Cymru,Lenny,Woodard,02/04/1976,,gwryw,Croesyceiliog,
Wales national rugby league team,fly-half,Wales,Leonard,Constance,01/01/1922,01/01/1990,male,Pontypool,Wales,,,Tîm rygbi cynghrair cenedlaethol Cymru,maswr,Cymru,Leonard,Constance,01/01/1922,01/01/1990,gwryw,Pontypool,Cymru
Wigan Warriors,fly-half,Wales,Leonard,Constance,01/01/1922,01/01/1990,male,Pontypool,Wales,,,Wigan Warriors,maswr,Cymru,Leonard,Constance,01/01/1922,01/01/1990,gwryw,Pontypool,Cymru
St Helens RLFC,fly-half,Wales,Leonard,Constance,01/01/1922,01/01/1990,male,Pontypool,Wales,,,St Helens RLFC,maswr,Cymru,Leonard,Constance,01/01/1922,01/01/1990,gwryw,Pontypool,Cymru
Bristol Bears,fly-half,Wales,Leonard,Constance,01/01/1922,01/01/1990,male,Pontypool,Wales,,,Eirth Bryste,maswr,Cymru,Leonard,Constance,01/01/1922,01/01/1990,gwryw,Pontypool,Cymru
Oldham Roughyeds,prop,Wales,Les,Anthony,21/11/1921,30/10/2010,male,Rhiwfawr,,,,Oldham Roughyeds,prop,Cymru,Les,Anthony,21/11/1921,30/10/2010,gwryw,Rhiwfawr,
Neath RFC,prop,Wales,Les,Anthony,21/11/1921,30/10/2010,male,Rhiwfawr,,,,Clwb Rygbi Castell-nedd,prop,Cymru,Les,Anthony,21/11/1921,30/10/2010,gwryw,Rhiwfawr,
Wales national rugby union team,prop,Wales,Les,Anthony,21/11/1921,30/10/2010,male,Rhiwfawr,,,,Tîm undeb rygbi cenedlaethol Cymru,prop,Cymru,Les,Anthony,21/11/1921,30/10/2010,gwryw,Rhiwfawr,
Oldham Roughyeds,prop,United Kingdom,Les,Anthony,21/11/1921,30/10/2010,male,Rhiwfawr,,,,Oldham Roughyeds,prop,Y Deyrnas Unedig,Les,Anthony,21/11/1921,30/10/2010,gwryw,Rhiwfawr,
Neath RFC,prop,United Kingdom,Les,Anthony,21/11/1921,30/10/2010,male,Rhiwfawr,,,,Clwb Rygbi Castell-nedd,prop,Y Deyrnas Unedig,Les,Anthony,21/11/1921,30/10/2010,gwryw,Rhiwfawr,
Wales national rugby union team,prop,United Kingdom,Les,Anthony,21/11/1921,30/10/2010,male,Rhiwfawr,,,,Tîm undeb rygbi cenedlaethol Cymru,prop,Y Deyrnas Unedig,Les,Anthony,21/11/1921,30/10/2010,gwryw,Rhiwfawr,
Oldham Roughyeds,prop,United Kingdom of Great Britain and Ireland,Les,Anthony,21/11/1921,30/10/2010,male,Rhiwfawr,,,,Oldham Roughyeds,prop,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Les,Anthony,21/11/1921,30/10/2010,gwryw,Rhiwfawr,
Neath RFC,prop,United Kingdom of Great Britain and Ireland,Les,Anthony,21/11/1921,30/10/2010,male,Rhiwfawr,,,,Clwb Rygbi Castell-nedd,prop,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Les,Anthony,21/11/1921,30/10/2010,gwryw,Rhiwfawr,
Wales national rugby union team,prop,United Kingdom of Great Britain and Ireland,Les,Anthony,21/11/1921,30/10/2010,male,Rhiwfawr,,,,Tîm undeb rygbi cenedlaethol Cymru,prop,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Les,Anthony,21/11/1921,30/10/2010,gwryw,Rhiwfawr,
Neath RFC,,Wales,Lewis,,1865-08-06,14/04/1928,male,Merthyr Tydfil,Neath,,,Clwb Rygbi Castell-nedd,,Cymru,Lewis,,1865-08-06,14/04/1928,gwryw,Merthyr Tudful,Castell - nedd
Cardiff RFC,,Wales,Lewis,,1865-08-06,14/04/1928,male,Merthyr Tydfil,Neath,,,Clwb Rygbi Caerdydd ,,Cymru,Lewis,,1865-08-06,14/04/1928,gwryw,Merthyr Tudful,Castell - nedd
Wales national rugby union team,,Wales,Lewis,,1865-08-06,14/04/1928,male,Merthyr Tydfil,Neath,,,Tîm undeb rygbi cenedlaethol Cymru,,Cymru,Lewis,,1865-08-06,14/04/1928,gwryw,Merthyr Tudful,Castell - nedd
Neath RFC,,United Kingdom,Lewis,,1865-08-06,14/04/1928,male,Merthyr Tydfil,Neath,,,Clwb Rygbi Castell-nedd,,Y Deyrnas Unedig,Lewis,,1865-08-06,14/04/1928,gwryw,Merthyr Tudful,Castell - nedd
Cardiff RFC,,United Kingdom,Lewis,,1865-08-06,14/04/1928,male,Merthyr Tydfil,Neath,,,Clwb Rygbi Caerdydd ,,Y Deyrnas Unedig,Lewis,,1865-08-06,14/04/1928,gwryw,Merthyr Tudful,Castell - nedd
Wales national rugby union team,,United Kingdom,Lewis,,1865-08-06,14/04/1928,male,Merthyr Tydfil,Neath,,,Tîm undeb rygbi cenedlaethol Cymru,,Y Deyrnas Unedig,Lewis,,1865-08-06,14/04/1928,gwryw,Merthyr Tudful,Castell - nedd
Neath RFC,,United Kingdom of Great Britain and Ireland,Lewis,,1865-08-06,14/04/1928,male,Merthyr Tydfil,Neath,,,Clwb Rygbi Castell-nedd,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Lewis,,1865-08-06,14/04/1928,gwryw,Merthyr Tudful,Castell - nedd
Cardiff RFC,,United Kingdom of Great Britain and Ireland,Lewis,,1865-08-06,14/04/1928,male,Merthyr Tydfil,Neath,,,Clwb Rygbi Caerdydd ,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Lewis,,1865-08-06,14/04/1928,gwryw,Merthyr Tudful,Castell - nedd
Wales national rugby union team,,United Kingdom of Great Britain and Ireland,Lewis,,1865-08-06,14/04/1928,male,Merthyr Tydfil,Neath,,,Tîm undeb rygbi cenedlaethol Cymru,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Lewis,,1865-08-06,14/04/1928,gwryw,Merthyr Tudful,Castell - nedd
Wales national rugby league team,winger,Wales,Frank,Evans,1897-04-03,30/11/1972,male,"Dafen, Carmarthenshire",Llanelli,,,Tîm rygbi cynghrair cenedlaethol Cymru,asgellwr,Cymru,Frank,Evans,1897-04-03,30/11/1972,gwryw,"Dafen, Sir Gaerfyrddin",Llanelli
Great Britain national rugby league team,winger,Wales,Frank,Evans,1897-04-03,30/11/1972,male,"Dafen, Carmarthenshire",Llanelli,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,asgellwr,Cymru,Frank,Evans,1897-04-03,30/11/1972,gwryw,"Dafen, Sir Gaerfyrddin",Llanelli
Wales national rugby league team,winger,United Kingdom,Frank,Evans,1897-04-03,30/11/1972,male,"Dafen, Carmarthenshire",Llanelli,,,Tîm rygbi cynghrair cenedlaethol Cymru,asgellwr,Y Deyrnas Unedig,Frank,Evans,1897-04-03,30/11/1972,gwryw,"Dafen, Sir Gaerfyrddin",Llanelli
Great Britain national rugby league team,winger,United Kingdom,Frank,Evans,1897-04-03,30/11/1972,male,"Dafen, Carmarthenshire",Llanelli,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,asgellwr,Y Deyrnas Unedig,Frank,Evans,1897-04-03,30/11/1972,gwryw,"Dafen, Sir Gaerfyrddin",Llanelli
Wales national rugby league team,winger,United Kingdom of Great Britain and Ireland,Frank,Evans,1897-04-03,30/11/1972,male,"Dafen, Carmarthenshire",Llanelli,,,Tîm rygbi cynghrair cenedlaethol Cymru,asgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Frank,Evans,1897-04-03,30/11/1972,gwryw,"Dafen, Sir Gaerfyrddin",Llanelli
Great Britain national rugby league team,winger,United Kingdom of Great Britain and Ireland,Frank,Evans,1897-04-03,30/11/1972,male,"Dafen, Carmarthenshire",Llanelli,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,asgellwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Frank,Evans,1897-04-03,30/11/1972,gwryw,"Dafen, Sir Gaerfyrddin",Llanelli
Wales national rugby league team,hooker,Wales,Frank,Osmond,01/01/1920,01/01/1973,male,Newport,,,,Tîm rygbi cynghrair cenedlaethol Cymru,bachwr,Cymru,Frank,Osmond,01/01/1920,01/01/1973,gwryw,Casnewydd,
Great Britain national rugby league team,hooker,Wales,Frank,Osmond,01/01/1920,01/01/1973,male,Newport,,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,bachwr,Cymru,Frank,Osmond,01/01/1920,01/01/1973,gwryw,Casnewydd,
Wales national rugby league team,hooker,United Kingdom,Frank,Osmond,01/01/1920,01/01/1973,male,Newport,,,,Tîm rygbi cynghrair cenedlaethol Cymru,bachwr,Y Deyrnas Unedig,Frank,Osmond,01/01/1920,01/01/1973,gwryw,Casnewydd,
Great Britain national rugby league team,hooker,United Kingdom,Frank,Osmond,01/01/1920,01/01/1973,male,Newport,,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,bachwr,Y Deyrnas Unedig,Frank,Osmond,01/01/1920,01/01/1973,gwryw,Casnewydd,
Wales national rugby league team,hooker,United Kingdom of Great Britain and Ireland,Frank,Osmond,01/01/1920,01/01/1973,male,Newport,,,,Tîm rygbi cynghrair cenedlaethol Cymru,bachwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Frank,Osmond,01/01/1920,01/01/1973,gwryw,Casnewydd,
Great Britain national rugby league team,hooker,United Kingdom of Great Britain and Ireland,Frank,Osmond,01/01/1920,01/01/1973,male,Newport,,,,Tîm rygbi cynghrair cenedlaethol Prydain Fawr,bachwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Frank,Osmond,01/01/1920,01/01/1973,gwryw,Casnewydd,
Cardiff RFC,,Wales,Frank,Wilson,05/04/1944,,male,Cardiff,,,,Clwb Rygbi Caerdydd ,,Cymru,Frank,Wilson,05/04/1944,,gwryw,Caerdydd,
St Helens RLFC,,Wales,Frank,Wilson,05/04/1944,,male,Cardiff,,,,St Helens RLFC,,Cymru,Frank,Wilson,05/04/1944,,gwryw,Caerdydd,
Warrington Wolves,,Wales,Frank,Wilson,05/04/1944,,male,Cardiff,,,,Warrington Wolves,,Cymru,Frank,Wilson,05/04/1944,,gwryw,Caerdydd,
Wales national rugby league team,,Wales,Frank,Wilson,05/04/1944,,male,Cardiff,,,,Tîm rygbi cynghrair cenedlaethol Cymru,,Cymru,Frank,Wilson,05/04/1944,,gwryw,Caerdydd,
Salford Red Devils,,Wales,Frank,Wilson,05/04/1944,,male,Cardiff,,,,Salford Red Devils,,Cymru,Frank,Wilson,05/04/1944,,gwryw,Caerdydd,
Workington Town,,Wales,Frank,Wilson,05/04/1944,,male,Cardiff,,,,Workington Town,,Cymru,Frank,Wilson,05/04/1944,,gwryw,Caerdydd,
Wales national rugby union team,fullback,Wales,Fred,Samuel,1897-01-08,01/01/1941,male,Llanelli,,,,Tîm undeb rygbi cenedlaethol Cymru,cefnwr,Cymru,Fred,Samuel,1897-01-08,01/01/1941,gwryw,Llanelli,
Hull F.C.,fullback,Wales,Fred,Samuel,1897-01-08,01/01/1941,male,Llanelli,,,,Clwb Pêl-droed Hull,cefnwr,Cymru,Fred,Samuel,1897-01-08,01/01/1941,gwryw,Llanelli,
Llanelli RFC,fullback,Wales,Fred,Samuel,1897-01-08,01/01/1941,male,Llanelli,,,,Clwb Rygbi Llanelli,cefnwr,Cymru,Fred,Samuel,1897-01-08,01/01/1941,gwryw,Llanelli,
Wales national rugby union team,fullback,United Kingdom,Fred,Samuel,1897-01-08,01/01/1941,male,Llanelli,,,,Tîm undeb rygbi cenedlaethol Cymru,cefnwr,Y Deyrnas Unedig,Fred,Samuel,1897-01-08,01/01/1941,gwryw,Llanelli,
Hull F.C.,fullback,United Kingdom,Fred,Samuel,1897-01-08,01/01/1941,male,Llanelli,,,,Clwb Pêl-droed Hull,cefnwr,Y Deyrnas Unedig,Fred,Samuel,1897-01-08,01/01/1941,gwryw,Llanelli,
Llanelli RFC,fullback,United Kingdom,Fred,Samuel,1897-01-08,01/01/1941,male,Llanelli,,,,Clwb Rygbi Llanelli,cefnwr,Y Deyrnas Unedig,Fred,Samuel,1897-01-08,01/01/1941,gwryw,Llanelli,
Wales national rugby union team,fullback,United Kingdom of Great Britain and Ireland,Fred,Samuel,1897-01-08,01/01/1941,male,Llanelli,,,,Tîm undeb rygbi cenedlaethol Cymru,cefnwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Fred,Samuel,1897-01-08,01/01/1941,gwryw,Llanelli,
Hull F.C.,fullback,United Kingdom of Great Britain and Ireland,Fred,Samuel,1897-01-08,01/01/1941,male,Llanelli,,,,Clwb Pêl-droed Hull,cefnwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Fred,Samuel,1897-01-08,01/01/1941,gwryw,Llanelli,
Llanelli RFC,fullback,United Kingdom of Great Britain and Ireland,Fred,Samuel,1897-01-08,01/01/1941,male,Llanelli,,,,Clwb Rygbi Llanelli,cefnwr,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Fred,Samuel,1897-01-08,01/01/1941,gwryw,Llanelli,
London Welsh RFC,,Wales,Frederick,,17/02/1913,12/02/2003,male,Gorseinon,Carmarthenshire,,,Clwb Rygbi Cymry Llundain,,Cymru,Frederick,,17/02/1913,12/02/2003,gwryw,Gorseinon,Sir Gaerfyrddin
Richmond F.C.,,Wales,Frederick,,17/02/1913,12/02/2003,male,Gorseinon,Carmarthenshire,,,Clwb Pêl-droed Richmond ,,Cymru,Frederick,,17/02/1913,12/02/2003,gwryw,Gorseinon,Sir Gaerfyrddin
London Welsh RFC,,United Kingdom,Frederick,,17/02/1913,12/02/2003,male,Gorseinon,Carmarthenshire,,,Clwb Rygbi Cymry Llundain,,Y Deyrnas Unedig,Frederick,,17/02/1913,12/02/2003,gwryw,Gorseinon,Sir Gaerfyrddin
Richmond F.C.,,United Kingdom,Frederick,,17/02/1913,12/02/2003,male,Gorseinon,Carmarthenshire,,,Clwb Pêl-droed Richmond ,,Y Deyrnas Unedig,Frederick,,17/02/1913,12/02/2003,gwryw,Gorseinon,Sir Gaerfyrddin
London Welsh RFC,,United Kingdom of Great Britain and Ireland,Frederick,,17/02/1913,12/02/2003,male,Gorseinon,Carmarthenshire,,,Clwb Rygbi Cymry Llundain,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Frederick,,17/02/1913,12/02/2003,gwryw,Gorseinon,Sir Gaerfyrddin
Richmond F.C.,,United Kingdom of Great Britain and Ireland,Frederick,,17/02/1913,12/02/2003,male,Gorseinon,Carmarthenshire,,,Clwb Pêl-droed Richmond ,,"Teyrnas Unedig Prydain Fawr ac Iwerddon
",Frederick,,17/02/1913,12/02/2003,gwryw,Gorseinon,Sir Gaerfyrddin
Dragons,,Wales,Gareth,,23/05/1972,,male,Cardiff,,,,Y Dreigiau,,Cymru,Gareth,,23/05/1972,,gwryw,Caerdydd,
Aberavon RFC,,Wales,Gareth,,23/05/1972,,male,Cardiff,,,,Clwb Rygbi Aberafon,,Cymru,Gareth,,23/05/1972,,gwryw,Caerdydd,
Pontypridd RFC,,Wales,Gareth,,23/05/1972,,male,Cardiff,,,,Clwb Rygbi Pontypridd ,,Cymru,Gareth,,23/05/1972,,gwryw,Caerdydd,
Bristol Bears,,Wales,Gareth,,23/05/1972,,male,Cardiff,,,,Eirth Bryste,,Cymru,Gareth,,23/05/1972,,gwryw,Caerdydd,
Oxford University RFC,,Wales,Gareth,,23/05/1972,,male,Cardiff,,,,Clwb Rygbi Prifysgol Rhydychen,,Cymru,Gareth,,23/05/1972,,gwryw,Caerdydd,
Wales national rugby union team (sevens),,Wales,Gareth,,23/05/1972,,male,Cardiff,,,,Tîm rygbi undeb cenedlaethol Cymru (saith bob ochr),,Cymru,Gareth,,23/05/1972,,gwryw,Caerdydd,
Dragons,,Wales,Gareth,Chapman,16/04/1981,,male,Newport,,,,Y Dreigiau,,Cymru,Gareth,Chapman,16/04/1981,,gwryw,Casnewydd,
Cardiff RFC,,Wales,Gareth,Chapman,16/04/1981,,male,Newport,,,,Clwb Rygbi Caerdydd ,,Cymru,Gareth,Chapman,16/04/1981,,gwryw,Casnewydd,
Cardiff RFC,,Wales,Gareth,Davies,02/03/1984,,male,Caerphilly,,,,Clwb Rygbi Caerdydd ,,Cymru,Gareth,Davies,02/03/1984,,gwryw,Caerffili,
Cardiff RFC,,United Kingdom,Gareth,Davies,02/03/1984,,male,Caerphilly,,,,Clwb Rygbi Caerdydd ,,Y Deyrnas Unedig,Gareth,Davies,02/03/1984,,gwryw,Caerffili,
Philippines national rugby union team,,Wales,Gareth,,03/12/1987,,male,St Asaph,,,,Tîm rygbi undeb cenedlaethol Ynysoedd y Philipinau ,,Cymru,Gareth,,03/12/1987,,gwryw,Llanelwy,
Rhyl and District RFC,,Wales,Gareth,,03/12/1987,,male,St Asaph,,,,Clwb Rygbi Rhyl a'r Cylch,,Cymru,Gareth,,03/12/1987,,gwryw,Llanelwy,
Philippines national rugby union team,,Philippines,Gareth,,03/12/1987,,male,St Asaph,,,,Tîm rygbi undeb cenedlaethol Ynysoedd y Philipinau ,,Philipinau,Gareth,,03/12/1987,,gwryw,Llanelwy,
Rhyl and District RFC,,Philippines,Gareth,,03/12/1987,,male,St Asaph,,,,Clwb Rygbi Rhyl a'r Cylch,,Philipinau,Gareth,,03/12/1987,,gwryw,Llanelwy,
Pontypridd RFC,,Wales,Gareth,Jones,04/12/1979,16/06/2008,male,Pontypridd,Cardiff,,,Clwb Rygbi Pontypridd ,,Cymru,Gareth,Jones,04/12/1979,16/06/2008,gwryw,Pontypridd,Caerdydd
Pontypridd RFC,,United Kingdom,Gareth,Jones,04/12/1979,16/06/2008,male,Pontypridd,Cardiff,,,Clwb Rygbi Pontypridd ,,Y Deyrnas Unedig,Gareth,Jones,04/12/1979,16/06/2008,gwryw,Pontypridd,Caerdydd
Dragons,,Wales,Gareth,,04/12/1987,,male,Pontypool,,,,Y Dreigiau,,Cymru,Gareth,,04/12/1987,,gwryw,Pontypool,
Scarlets,,Wales,Gareth,,04/12/1987,,male,Pontypool,,,,Y Sgarlets,,Cymru,Gareth,,04/12/1987,,gwryw,Pontypool,
Wales national under-18 rugby union team,,Wales,Gareth,,04/12/1987,,male,Pontypool,,,,Tîm rygbi undeb dan-18 cenedlaethol Cymru,,Cymru,Gareth,,04/12/1987,,gwryw,Pontypool,
Wales national under-20 rugby union team,,Wales,Gareth,,04/12/1987,,male,Pontypool,,,,Tîm rygbi undeb cenedlaethol dan-20 Cymru,,Cymru,Gareth,,04/12/1987,,gwryw,Pontypool,
Dragons,,United Kingdom,Gareth,,04/12/1987,,male,Pontypool,,,,Y Dreigiau,,Y Deyrnas Unedig,Gareth,,04/12/1987,,gwryw,Pontypool,
Scarlets,,United Kingdom,Gareth,,04/12/1987,,male,Pontypool,,,,Y Sgarlets,,Y Deyrnas Unedig,Gareth,,04/12/1987,,gwryw,Pontypool,
Wales national under-18 rugby union team,,United Kingdom,Gareth,,04/12/1987,,male,Pontypool,,,,Tîm rygbi undeb dan-18 cenedlaethol Cymru,,Y Deyrnas Unedig,Gareth,,04/12/1987,,gwryw,Pontypool,
Wales national under-20 rugby union team,,United Kingdom,Gareth,,04/12/1987,,male,Pontypool,,,,Tîm rygbi undeb cenedlaethol dan-20 Cymru,,Y Deyrnas Unedig,Gareth,,04/12/1987,,gwryw,Pontypool,
Scarlets,,Wales,Gareth,Owen,05/11/1988,,male,Bridgend,,,,Y Sgarlets,,Cymru,Gareth,Owen,05/11/1988,,gwryw,Pen-y-bont ar Ogwr,
Maesteg RFC,,Wales,Gareth,Owen,05/11/1988,,male,Bridgend,,,,Clwb Rygbi Maesteg ,,Cymru,Gareth,Owen,05/11/1988,,gwryw,Pen-y-bont ar Ogwr,
Ospreys,,Wales,Gareth,Owen,05/11/1988,,male,Bridgend,,,,y Gweilch,,Cymru,Gareth,Owen,05/11/1988,,gwryw,Pen-y-bont ar Ogwr,
Wales national rugby union team (sevens),,Wales,Gareth,Owen,05/11/1988,,male,Bridgend,,,,Tîm rygbi undeb cenedlaethol Cymru (saith bob ochr),,Cymru,Gareth,Owen,05/11/1988,,gwryw,Pen-y-bont ar Ogwr,
