Team ,Position on team,Country of Citizenship,Given Name,Family Name ,Date of Birth,Date of Death,Sex,Place of birth,Place of death
Wales national rugby union team,fullback,United Kingdom,Fred,Samuel,1897-01-08,1941-01-01,male,Llanelli,
Hull F.C.,fullback,United Kingdom,Fred,Samuel,1897-01-08,1941-01-01,male,Llanelli,
Llanelli RFC,fullback,United Kingdom,Fred,Samuel,1897-01-08,1941-01-01,male,Llanelli,
Wales national rugby union team,fullback,United Kingdom of Great Britain and Ireland,Fred,Samuel,1897-01-08,1941-01-01,male,Llanelli,
Hull F.C.,fullback,United Kingdom of Great Britain and Ireland,Fred,Samuel,1897-01-08,1941-01-01,male,Llanelli,
Llanelli RFC,fullback,United Kingdom of Great Britain and Ireland,Fred,Samuel,1897-01-08,1941-01-01,male,Llanelli,
London Welsh RFC,,Wales,Frederick,,1913-02-17,2003-02-12,male,Gorseinon,Carmarthenshire
Richmond F.C.,,Wales,Frederick,,1913-02-17,2003-02-12,male,Gorseinon,Carmarthenshire
London Welsh RFC,,United Kingdom,Frederick,,1913-02-17,2003-02-12,male,Gorseinon,Carmarthenshire
Richmond F.C.,,United Kingdom,Frederick,,1913-02-17,2003-02-12,male,Gorseinon,Carmarthenshire
London Welsh RFC,,United Kingdom of Great Britain and Ireland,Frederick,,1913-02-17,2003-02-12,male,Gorseinon,Carmarthenshire
Richmond F.C.,,United Kingdom of Great Britain and Ireland,Frederick,,1913-02-17,2003-02-12,male,Gorseinon,Carmarthenshire
Dragons,,Wales,Gareth,,1972-05-23,,male,Cardiff,
Aberavon RFC,,Wales,Gareth,,1972-05-23,,male,Cardiff,
Pontypridd RFC,,Wales,Gareth,,1972-05-23,,male,Cardiff,
Bristol Bears,,Wales,Gareth,,1972-05-23,,male,Cardiff,
Oxford University RFC,,Wales,Gareth,,1972-05-23,,male,Cardiff,
Wales national rugby union team (sevens),,Wales,Gareth,,1972-05-23,,male,Cardiff,
Dragons,,Wales,Gareth,Chapman,1981-04-16,,male,Newport,
Cardiff RFC,,Wales,Gareth,Chapman,1981-04-16,,male,Newport,
Cardiff RFC,,Wales,Gareth,Davies,1984-03-02,,male,Caerphilly,
Cardiff RFC,,United Kingdom,Gareth,Davies,1984-03-02,,male,Caerphilly,
Philippines national rugby union team,,Wales,Gareth,,1987-12-03,,male,St Asaph,
Rhyl and District RFC,,Wales,Gareth,,1987-12-03,,male,St Asaph,
Philippines national rugby union team,,Philippines,Gareth,,1987-12-03,,male,St Asaph,
Rhyl and District RFC,,Philippines,Gareth,,1987-12-03,,male,St Asaph,
Pontypridd RFC,,Wales,Gareth,Jones,1979-12-04,2008-06-16,male,Pontypridd,Cardiff
Pontypridd RFC,,United Kingdom,Gareth,Jones,1979-12-04,2008-06-16,male,Pontypridd,Cardiff
Dragons,,Wales,Gareth,,1987-12-04,,male,Pontypool,
Scarlets,,Wales,Gareth,,1987-12-04,,male,Pontypool,
Wales national under-18 rugby union team,,Wales,Gareth,,1987-12-04,,male,Pontypool,
Wales national under-20 rugby union team,,Wales,Gareth,,1987-12-04,,male,Pontypool,
Dragons,,United Kingdom,Gareth,,1987-12-04,,male,Pontypool,
Scarlets,,United Kingdom,Gareth,,1987-12-04,,male,Pontypool,
Wales national under-18 rugby union team,,United Kingdom,Gareth,,1987-12-04,,male,Pontypool,
Wales national under-20 rugby union team,,United Kingdom,Gareth,,1987-12-04,,male,Pontypool,
Scarlets,,Wales,Gareth,Owen,1988-11-05,,male,Bridgend,
Maesteg RFC,,Wales,Gareth,Owen,1988-11-05,,male,Bridgend,
Ospreys,,Wales,Gareth,Owen,1988-11-05,,male,Bridgend,
Wales national rugby union team (sevens),,Wales,Gareth,Owen,1988-11-05,,male,Bridgend,
Wales national under-20 rugby union team,,Wales,Gareth,Owen,1988-11-05,,male,Bridgend,
Dragons,,Wales,Gareth,Williams,1988-03-07,,male,Neath,
Pontypridd RFC,,Wales,Gareth,Williams,1988-03-07,,male,Neath,
Harlequin F.C.,,Wales,Gareth,Williams,1988-03-07,,male,Neath,
Neath RFC,,Wales,Gareth,Williams,1988-03-07,,male,Neath,
Dragons,,United Kingdom,Gareth,Williams,1988-03-07,,male,Neath,
Pontypridd RFC,,United Kingdom,Gareth,Williams,1988-03-07,,male,Neath,
Harlequin F.C.,,United Kingdom,Gareth,Williams,1988-03-07,,male,Neath,
Neath RFC,,United Kingdom,Gareth,Williams,1988-03-07,,male,Neath,
Wales national rugby union team,fly-half,Wales,Gary,Pearce,1960-11-11,,male,Laugharne,
Hull F.C.,fly-half,Wales,Gary,Pearce,1960-11-11,,male,Laugharne,
Llanelli RFC,fly-half,Wales,Gary,Pearce,1960-11-11,,male,Laugharne,
Wales national rugby league team,fly-half,Wales,Gary,Pearce,1960-11-11,,male,Laugharne,
York City Knights,fly-half,Wales,Gary,Pearce,1960-11-11,,male,Laugharne,
Wales national rugby union team,fly-half,United Kingdom,Gary,Pearce,1960-11-11,,male,Laugharne,
Hull F.C.,fly-half,United Kingdom,Gary,Pearce,1960-11-11,,male,Laugharne,
Llanelli RFC,fly-half,United Kingdom,Gary,Pearce,1960-11-11,,male,Laugharne,
Wales national rugby league team,fly-half,United Kingdom,Gary,Pearce,1960-11-11,,male,Laugharne,
York City Knights,fly-half,United Kingdom,Gary,Pearce,1960-11-11,,male,Laugharne,
Wigan Warriors,,Wales,George,Bennet,1913-07-08,1970-08-31,male,Forden,
Bradford Bulls,,Wales,George,Bennet,1913-07-08,1970-08-31,male,Forden,
Wales national rugby league team,,Wales,George,Bennet,1913-07-08,1970-08-31,male,Forden,
Wales national rugby union team,,Wales,George,,1873-01-01,1917-06-08,male,Pontypridd,Cardiff
Cardiff RFC,,Wales,George,,1873-01-01,1917-06-08,male,Pontypridd,Cardiff
Wales national rugby union team,,United Kingdom of Great Britain and Ireland,George,,1873-01-01,1917-06-08,male,Pontypridd,Cardiff
Cardiff RFC,,United Kingdom of Great Britain and Ireland,George,,1873-01-01,1917-06-08,male,Pontypridd,Cardiff
Pontypool RFC,centre,Wales,George,Lewis,1901-01-01,,male,Wales,
St Helens RLFC,centre,Wales,George,Lewis,1901-01-01,,male,Wales,
Wales national rugby league team,centre,Wales,George,Lewis,1901-01-01,,male,Wales,
Barbarians,winger,Wales,George,,1890-05-05,1967-07-30,male,Dowlais,Abergavenny
Wales national rugby union team,winger,Wales,George,,1890-05-05,1967-07-30,male,Dowlais,Abergavenny
Barbarians,winger,United Kingdom,George,,1890-05-05,1967-07-30,male,Dowlais,Abergavenny
Wales national rugby union team,winger,United Kingdom,George,,1890-05-05,1967-07-30,male,Dowlais,Abergavenny
Barbarians,winger,United Kingdom of Great Britain and Ireland,George,,1890-05-05,1967-07-30,male,Dowlais,Abergavenny
Wales national rugby union team,winger,United Kingdom of Great Britain and Ireland,George,,1890-05-05,1967-07-30,male,Dowlais,Abergavenny
Wales national rugby union team,,Wales,George,,1859-01-29,1947-11-23,male,Swansea,Henley-on-Thames
Swansea RFC,,Wales,George,,1859-01-29,1947-11-23,male,Swansea,Henley-on-Thames
Wales national rugby union team,,United Kingdom,George,,1859-01-29,1947-11-23,male,Swansea,Henley-on-Thames
Swansea RFC,,United Kingdom,George,,1859-01-29,1947-11-23,male,Swansea,Henley-on-Thames
Blackheath F.C.,,Wales,Hugh,Hughes,1892-07-25,1973-11-24,male,Swansea,Edinburgh
Barbarians,,Wales,Hugh,Hughes,1892-07-25,1973-11-24,male,Swansea,Edinburgh
Blackheath F.C.,,United Kingdom,Hugh,Hughes,1892-07-25,1973-11-24,male,Swansea,Edinburgh
Barbarians,,United Kingdom,Hugh,Hughes,1892-07-25,1973-11-24,male,Swansea,Edinburgh
Wales national rugby union team,number 8,Wales,David,Nash,1939-07-15,2016-10-30,male,Monmouth,
Barbarians,number 8,Wales,David,Nash,1939-07-15,2016-10-30,male,Monmouth,
British & Irish Lions,number 8,Wales,David,Nash,1939-07-15,2016-10-30,male,Monmouth,
Neath RFC,,Wales,,,1982-10-03,,male,Swansea,
Swansea RFC,winger,Wales,Mark,Titley,1959-05-03,,male,Swansea,
Wales national rugby union team,winger,Wales,Mark,Titley,1959-05-03,,male,Swansea,
Great Britain national rugby league team,winger,Wales,,Jones,1940-02-13,2007-01-12,male,Rhymney,Ross-on-Wye
Wakefield Trinity,winger,Wales,,Jones,1940-02-13,2007-01-12,male,Rhymney,Ross-on-Wye
Bradford Bulls,winger,Wales,,Jones,1940-02-13,2007-01-12,male,Rhymney,Ross-on-Wye
St Helens RLFC,winger,Wales,,Jones,1940-02-13,2007-01-12,male,Rhymney,Ross-on-Wye
Great Britain national rugby league team,winger,United Kingdom,,Jones,1940-02-13,2007-01-12,male,Rhymney,Ross-on-Wye
Wakefield Trinity,winger,United Kingdom,,Jones,1940-02-13,2007-01-12,male,Rhymney,Ross-on-Wye
Bradford Bulls,winger,United Kingdom,,Jones,1940-02-13,2007-01-12,male,Rhymney,Ross-on-Wye
St Helens RLFC,winger,United Kingdom,,Jones,1940-02-13,2007-01-12,male,Rhymney,Ross-on-Wye
Wales national rugby union team,lock,Wales,,Jones,1977-11-18,,male,Carmarthen,
Wales national rugby union team,lock,United Kingdom,,Jones,1977-11-18,,male,Carmarthen,
Llanelli RFC,flanker,Wales,Gareth,Jenkins,1951-09-11,,male,Burry Port,
Barbarians,flanker,Wales,Gareth,Jenkins,1951-09-11,,male,Burry Port,
Llanelli RFC,flanker,United Kingdom,Gareth,Jenkins,1951-09-11,,male,Burry Port,
Barbarians,flanker,United Kingdom,Gareth,Jenkins,1951-09-11,,male,Burry Port,
London Welsh RFC,,Wales,John,Ryan,1939-09-29,,male,Newport,
London Welsh RFC,,United Kingdom,John,Ryan,1939-09-29,,male,Newport,
Ospreys,scrum-half,Wales,Martin,Roberts,1986-06-06,,male,Aberdare,
Northampton Saints,scrum-half,Wales,Martin,Roberts,1986-06-06,,male,Aberdare,
Wales national rugby union team,scrum-half,Wales,Martin,Roberts,1986-06-06,,male,Aberdare,
Bath Rugby,scrum-half,Wales,Martin,Roberts,1986-06-06,,male,Aberdare,
Scarlets,scrum-half,Wales,Martin,Roberts,1986-06-06,,male,Aberdare,
Ospreys,scrum-half,United Kingdom,Martin,Roberts,1986-06-06,,male,Aberdare,
Northampton Saints,scrum-half,United Kingdom,Martin,Roberts,1986-06-06,,male,Aberdare,
Wales national rugby union team,scrum-half,United Kingdom,Martin,Roberts,1986-06-06,,male,Aberdare,
Bath Rugby,scrum-half,United Kingdom,Martin,Roberts,1986-06-06,,male,Aberdare,
Scarlets,scrum-half,United Kingdom,Martin,Roberts,1986-06-06,,male,Aberdare,
Wales national under-20 rugby union team,,Wales,Lewis,Robling,1991-10-03,,male,Caerleon,
The Jersey Reds R.F.C.,,Wales,Lewis,Robling,1991-10-03,,male,Caerleon,
Dragons,,Wales,Lewis,Robling,1991-10-03,,male,Caerleon,
Wales national under-20 rugby union team,,Wales,Ed,Shervington,1985-03-11,,male,Newport,
British & Irish Lions,prop,Wales,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
Barbarians,prop,Wales,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
Wales national rugby union team,prop,Wales,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
Swansea RFC,prop,Wales,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
British & Irish Lions,prop,United Kingdom,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
Barbarians,prop,United Kingdom,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
Wales national rugby union team,prop,United Kingdom,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
Swansea RFC,prop,United Kingdom,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
British & Irish Lions,prop,United Kingdom of Great Britain and Ireland,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
Barbarians,prop,United Kingdom of Great Britain and Ireland,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
Wales national rugby union team,prop,United Kingdom of Great Britain and Ireland,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
Swansea RFC,prop,United Kingdom of Great Britain and Ireland,Eddie,Morgan,1913-12-18,1978-04-16,male,Pontardawe,Abercrave
Wales national rugby union team,lock,Wales,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Cardiff RFC,lock,Wales,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Wigan Warriors,lock,Wales,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Wales national rugby league team,lock,Wales,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Wales national rugby union team,lock,United Kingdom,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Cardiff RFC,lock,United Kingdom,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Wigan Warriors,lock,United Kingdom,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Wales national rugby league team,lock,United Kingdom,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Wales national rugby union team,lock,United Kingdom of Great Britain and Ireland,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Cardiff RFC,lock,United Kingdom of Great Britain and Ireland,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Wigan Warriors,lock,United Kingdom of Great Britain and Ireland,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Wales national rugby league team,lock,United Kingdom of Great Britain and Ireland,Eddie,Watkins,1916-03-02,1995-06-28,male,Caerphilly,Cardiff
Barbarians,prop,Wales,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
Wales national rugby union team,prop,Wales,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
Leeds Rhinos,prop,Wales,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
Llanelli RFC,prop,Wales,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
Barbarians,prop,United Kingdom,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
Wales national rugby union team,prop,United Kingdom,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
Leeds Rhinos,prop,United Kingdom,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
Llanelli RFC,prop,United Kingdom,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
Barbarians,prop,United Kingdom of Great Britain and Ireland,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
Wales national rugby union team,prop,United Kingdom of Great Britain and Ireland,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
Leeds Rhinos,prop,United Kingdom of Great Britain and Ireland,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
Llanelli RFC,prop,United Kingdom of Great Britain and Ireland,Edgar,Jones,1910-05-04,1986-02-11,male,Sketty,
British & Irish Lions,number 8,Wales,Edgar,Morgan,1882-04-15,1962-01-01,male,Pontardawe,
Wales national rugby union team,number 8,Wales,Edgar,Morgan,1882-04-15,1962-01-01,male,Pontardawe,
Swansea RFC,number 8,Wales,Edgar,Morgan,1882-04-15,1962-01-01,male,Pontardawe,
British & Irish Lions,number 8,United Kingdom,Edgar,Morgan,1882-04-15,1962-01-01,male,Pontardawe,
Wales national rugby union team,number 8,United Kingdom,Edgar,Morgan,1882-04-15,1962-01-01,male,Pontardawe,
Swansea RFC,number 8,United Kingdom,Edgar,Morgan,1882-04-15,1962-01-01,male,Pontardawe,
British & Irish Lions,number 8,United Kingdom of Great Britain and Ireland,Edgar,Morgan,1882-04-15,1962-01-01,male,Pontardawe,
Wales national rugby union team,number 8,United Kingdom of Great Britain and Ireland,Edgar,Morgan,1882-04-15,1962-01-01,male,Pontardawe,
Swansea RFC,number 8,United Kingdom of Great Britain and Ireland,Edgar,Morgan,1882-04-15,1962-01-01,male,Pontardawe,
Wales national rugby union team,fly-half,Wales,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Swansea RFC,fly-half,Wales,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Neath RFC,fly-half,Wales,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Huddersfield Giants,fly-half,Wales,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Wales national rugby league team,fly-half,Wales,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Wales national rugby union team,fly-half,United Kingdom,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Swansea RFC,fly-half,United Kingdom,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Neath RFC,fly-half,United Kingdom,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Huddersfield Giants,fly-half,United Kingdom,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Wales national rugby league team,fly-half,United Kingdom,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Wales national rugby union team,fly-half,United Kingdom of Great Britain and Ireland,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Swansea RFC,fly-half,United Kingdom of Great Britain and Ireland,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Neath RFC,fly-half,United Kingdom of Great Britain and Ireland,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Huddersfield Giants,fly-half,United Kingdom of Great Britain and Ireland,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Wales national rugby league team,fly-half,United Kingdom of Great Britain and Ireland,Edwin,Williams,1898-07-01,1983-01-31,male,Cwmllynfell,Swansea
Pontypool RFC,flanker,United Kingdom,Brian,Sparks,1931-06-23,2013-06-30,male,Llanharan,Bridgend
Wales national rugby union team,flanker,United Kingdom,Brian,Sparks,1931-06-23,2013-06-30,male,Llanharan,Bridgend
Barbarians,flanker,United Kingdom,Brian,Sparks,1931-06-23,2013-06-30,male,Llanharan,Bridgend
Wales national rugby league team,winger,Wales,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Batley Bulldogs,winger,Wales,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Llanelli RFC,winger,Wales,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Leeds Rhinos,winger,Wales,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Wales national rugby union team,winger,Wales,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Wales national rugby league team,winger,United Kingdom,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Batley Bulldogs,winger,United Kingdom,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Llanelli RFC,winger,United Kingdom,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Leeds Rhinos,winger,United Kingdom,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Wales national rugby union team,winger,United Kingdom,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Wales national rugby league team,winger,United Kingdom of Great Britain and Ireland,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Batley Bulldogs,winger,United Kingdom of Great Britain and Ireland,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Llanelli RFC,winger,United Kingdom of Great Britain and Ireland,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Leeds Rhinos,winger,United Kingdom of Great Britain and Ireland,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Wales national rugby union team,winger,United Kingdom of Great Britain and Ireland,,Williams,1895-04-03,1987-01-05,male,Llanelli,Llanelli
Dragons,,Wales,,Griffiths,1982-03-08,,male,Glanaman,
Wales national rugby union team,,Wales,Nathan,,1978-10-27,,male,Swansea,
Dragons,,Wales,Nathan,Buck,1989-08-17,,male,Abergavenny,
Glamorgan Police RFC,prop,Wales,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Cardiff RFC,prop,Wales,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Wales national rugby union team,prop,Wales,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Aberavon RFC,prop,Wales,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Glamorgan Police RFC,prop,United Kingdom,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Cardiff RFC,prop,United Kingdom,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Wales national rugby union team,prop,United Kingdom,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Aberavon RFC,prop,United Kingdom,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Glamorgan Police RFC,prop,United Kingdom of Great Britain and Ireland,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Cardiff RFC,prop,United Kingdom of Great Britain and Ireland,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Wales national rugby union team,prop,United Kingdom of Great Britain and Ireland,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Aberavon RFC,prop,United Kingdom of Great Britain and Ireland,Ned,Jenkins,1904-07-28,1990-11-08,male,Tonyrefail,Porthcawl
Scotland national rugby union team,lock,Wales,Neil,McPherson,1892-09-26,1957-11-12,male,Cardiff,Newport
British & Irish Lions,lock,Wales,Neil,McPherson,1892-09-26,1957-11-12,male,Cardiff,Newport
Scotland national rugby union team,lock,United Kingdom,Neil,McPherson,1892-09-26,1957-11-12,male,Cardiff,Newport
British & Irish Lions,lock,United Kingdom,Neil,McPherson,1892-09-26,1957-11-12,male,Cardiff,Newport
